"","disorder","sex","age","CIF","CIF_lb","CIF_ub","IR","IR_lb","IR_ub","disorder_group","disorder_full"
"3875","SPD","F",44.5,6.43,6.4,6.46,5.73,5.54,5.92,"Broad category","Specific personality disorders"
"3876","SPD","F",45,6.46,6.43,6.49,5.45,5.27,5.63,"Broad category","Specific personality disorders"
"3877","SPD","F",45.5,6.49,6.46,6.52,5.18,5.02,5.36,"Broad category","Specific personality disorders"
"3878","SPD","F",46,6.53,6.5,6.56,4.94,4.78,5.1,"Broad category","Specific personality disorders"
"3879","SPD","F",46.5,6.55,6.53,6.58,4.71,4.55,4.87,"Broad category","Specific personality disorders"
"3880","SPD","F",47,6.58,6.55,6.61,4.49,4.34,4.64,"Broad category","Specific personality disorders"
"3881","SPD","F",47.5,6.61,6.58,6.64,4.28,4.12,4.43,"Broad category","Specific personality disorders"
"3882","SPD","F",48,6.63,6.6,6.66,4.07,3.92,4.23,"Broad category","Specific personality disorders"
"3883","SPD","F",48.5,6.66,6.63,6.68,3.87,3.72,4.03,"Broad category","Specific personality disorders"
"3884","SPD","F",49,6.68,6.65,6.71,3.68,3.52,3.84,"Broad category","Specific personality disorders"
"3885","SPD","F",49.5,6.7,6.67,6.73,3.49,3.33,3.65,"Broad category","Specific personality disorders"
"3886","SPD","F",50,6.72,6.69,6.75,3.3,3.14,3.46,"Broad category","Specific personality disorders"
"3887","SPD","F",50.5,6.74,6.71,6.77,3.11,2.96,3.28,"Broad category","Specific personality disorders"
"3888","SPD","F",51,6.76,6.73,6.79,2.93,2.78,3.09,"Broad category","Specific personality disorders"
"3889","SPD","F",51.5,6.78,6.75,6.81,2.75,2.61,2.9,"Broad category","Specific personality disorders"
"3890","SPD","F",52,6.8,6.77,6.82,2.57,2.44,2.71,"Broad category","Specific personality disorders"
"3891","SPD","F",52.5,6.81,6.78,6.84,2.39,2.27,2.52,"Broad category","Specific personality disorders"
"3892","SPD","F",53,6.83,6.8,6.86,2.22,2.11,2.33,"Broad category","Specific personality disorders"
"3893","SPD","F",53.5,6.85,6.82,6.88,2.05,1.96,2.16,"Broad category","Specific personality disorders"
"3894","SPD","F",54,6.86,6.84,6.89,1.9,1.81,1.99,"Broad category","Specific personality disorders"
"3895","SPD","F",54.5,6.88,6.85,6.91,1.75,1.67,1.84,"Broad category","Specific personality disorders"
"3896","SPD","F",55,6.89,6.86,6.92,1.62,1.54,1.7,"Broad category","Specific personality disorders"
"3897","SPD","F",55.5,6.9,6.87,6.93,1.49,1.42,1.57,"Broad category","Specific personality disorders"
"3898","SPD","F",56,6.92,6.89,6.95,1.38,1.31,1.46,"Broad category","Specific personality disorders"
"3899","SPD","F",56.5,6.93,6.9,6.96,1.28,1.21,1.36,"Broad category","Specific personality disorders"
"3900","SPD","F",57,6.94,6.91,6.97,1.19,1.12,1.27,"Broad category","Specific personality disorders"
"3901","SPD","F",57.5,6.95,6.92,6.98,1.11,1.04,1.19,"Broad category","Specific personality disorders"
"3902","SPD","F",58,6.96,6.93,6.99,1.04,0.97,1.12,"Broad category","Specific personality disorders"
"3903","SPD","F",58.5,6.97,6.94,7,0.98,0.91,1.06,"Broad category","Specific personality disorders"
"3904","SPD","F",59,6.98,6.95,7.01,0.93,0.86,1.01,"Broad category","Specific personality disorders"
"3905","SPD","F",59.5,6.99,6.96,7.02,0.89,0.82,0.97,"Broad category","Specific personality disorders"
"3906","SPD","F",60,6.99,6.96,7.02,0.86,0.78,0.94,"Broad category","Specific personality disorders"
"3907","SPD","F",60.5,7,6.97,7.03,0.83,0.76,0.91,"Broad category","Specific personality disorders"
"3908","SPD","F",61,7.01,6.98,7.04,0.81,0.74,0.9,"Broad category","Specific personality disorders"
"3909","SPD","F",61.5,7.01,6.98,7.04,0.8,0.73,0.88,"Broad category","Specific personality disorders"
"3910","SPD","F",62,7.02,6.99,7.05,0.79,0.72,0.88,"Broad category","Specific personality disorders"
"3911","SPD","F",62.5,7.02,6.99,7.05,0.79,0.72,0.87,"Broad category","Specific personality disorders"
"3912","SPD","F",63,7.03,7,7.06,0.8,0.72,0.88,"Broad category","Specific personality disorders"
"3913","SPD","F",63.5,7.03,7,7.06,0.8,0.73,0.88,"Broad category","Specific personality disorders"
"3914","SPD","F",64,7.04,7.01,7.07,0.81,0.74,0.89,"Broad category","Specific personality disorders"
"3915","SPD","F",64.5,7.04,7.01,7.07,0.83,0.76,0.91,"Broad category","Specific personality disorders"
"3916","SPD","F",65,7.04,7.01,7.07,0.85,0.77,0.93,"Broad category","Specific personality disorders"
"3917","SPD","F",65.5,7.05,7.02,7.08,0.87,0.79,0.95,"Broad category","Specific personality disorders"
"3918","SPD","F",66,7.05,7.02,7.08,0.89,0.82,0.98,"Broad category","Specific personality disorders"
"3919","SPD","F",66.5,7.05,7.02,7.08,0.92,0.84,1,"Broad category","Specific personality disorders"
"3920","SPD","F",67,7.06,7.03,7.09,0.95,0.87,1.04,"Broad category","Specific personality disorders"
"3921","SPD","F",67.5,7.06,7.03,7.09,0.98,0.89,1.07,"Broad category","Specific personality disorders"
"3922","SPD","F",68,7.07,7.04,7.1,1.01,0.92,1.11,"Broad category","Specific personality disorders"
"3923","SPD","F",68.5,7.07,7.04,7.1,1.04,0.95,1.15,"Broad category","Specific personality disorders"
"3924","SPD","F",69,7.07,7.04,7.1,1.08,0.97,1.2,"Broad category","Specific personality disorders"
"3925","SPD","F",69.5,7.07,7.04,7.1,1.11,1,1.24,"Broad category","Specific personality disorders"
"3926","SPD","F",70,7.08,7.05,7.11,1.15,1.03,1.29,"Broad category","Specific personality disorders"
"3927","SPD","F",70.5,7.08,7.05,7.11,1.19,1.06,1.34,"Broad category","Specific personality disorders"
"3928","SPD","F",71,7.08,7.05,7.11,1.23,1.08,1.39,"Broad category","Specific personality disorders"
"3929","SPD","F",71.5,7.08,7.05,7.11,1.27,1.11,1.45,"Broad category","Specific personality disorders"
"3930","SPD","F",72,7.09,7.06,7.12,1.31,1.14,1.51,"Broad category","Specific personality disorders"
"3931","SPD","F",72.5,7.09,7.06,7.12,1.36,1.17,1.57,"Broad category","Specific personality disorders"
"3932","SPD","F",73,7.09,7.06,7.12,1.4,1.2,1.63,"Broad category","Specific personality disorders"
"3933","SPD","F",73.5,7.1,7.07,7.13,1.45,1.23,1.7,"Broad category","Specific personality disorders"
"3934","SPD","F",74,7.1,7.07,7.13,1.5,1.26,1.77,"Broad category","Specific personality disorders"
"3935","SPD","F",74.5,7.1,7.07,7.13,1.55,1.3,1.84,"Broad category","Specific personality disorders"
"3936","SPD","F",75,7.1,7.07,7.13,1.6,1.33,1.92,"Broad category","Specific personality disorders"
"3937","SPD","F",75.5,7.11,7.08,7.14,1.65,1.36,2,"Broad category","Specific personality disorders"
"3938","SPD","F",76,7.11,7.08,7.14,1.7,1.39,2.08,"Broad category","Specific personality disorders"
"3939","SPD","F",76.5,7.11,7.08,7.14,1.76,1.43,2.17,"Broad category","Specific personality disorders"
"3940","SPD","F",77,7.11,7.08,7.14,1.82,1.46,2.26,"Broad category","Specific personality disorders"
"3941","SPD","F",77.5,7.12,7.09,7.15,1.88,1.5,2.36,"Broad category","Specific personality disorders"
"3942","SPD","F",78,7.12,7.09,7.15,1.94,1.54,2.45,"Broad category","Specific personality disorders"
"3943","SPD","F",78.5,7.12,7.09,7.15,2.01,1.57,2.56,"Broad category","Specific personality disorders"
"3944","SPD","F",79,7.12,7.09,7.15,2.07,1.61,2.67,"Broad category","Specific personality disorders"
"3945","SPD","F",79.5,7.13,7.1,7.16,2.14,1.65,2.78,"Broad category","Specific personality disorders"
"3946","SPD","F",80,7.13,7.1,7.16,2.21,1.69,2.89,"Broad category","Specific personality disorders"
"3947","SPD","M",0,0,0,0,0,0,0,"Broad category","Specific personality disorders"
"3948","SPD","M",10,0,0,0,0.35,0.31,0.4,"Broad category","Specific personality disorders"
"3949","SPD","M",10.5,0,0,0,0.44,0.39,0.5,"Broad category","Specific personality disorders"
"3950","SPD","M",11,0,0,0,0.55,0.49,0.62,"Broad category","Specific personality disorders"
"3951","SPD","M",11.5,0,0,0,0.69,0.62,0.76,"Broad category","Specific personality disorders"
"3952","SPD","M",12,0,0,0,0.86,0.78,0.94,"Broad category","Specific personality disorders"
"3953","SPD","M",12.5,0,0,0,1.07,0.98,1.16,"Broad category","Specific personality disorders"
"3954","SPD","M",13,0,0,0,1.33,1.23,1.44,"Broad category","Specific personality disorders"
"3955","SPD","M",13.5,0.01,0.01,0.01,1.65,1.54,1.77,"Broad category","Specific personality disorders"
"3956","SPD","M",14,0.01,0.01,0.01,2.04,1.92,2.18,"Broad category","Specific personality disorders"
"3957","SPD","M",14.5,0.01,0.01,0.02,2.52,2.38,2.67,"Broad category","Specific personality disorders"
"3958","SPD","M",15,0.02,0.02,0.02,3.09,2.93,3.25,"Broad category","Specific personality disorders"
"3959","SPD","M",15.5,0.04,0.03,0.04,3.76,3.59,3.93,"Broad category","Specific personality disorders"
"3960","SPD","M",16,0.05,0.05,0.06,4.54,4.36,4.73,"Broad category","Specific personality disorders"
"3961","SPD","M",16.5,0.08,0.07,0.08,5.43,5.23,5.63,"Broad category","Specific personality disorders"
"3962","SPD","M",17,0.1,0.1,0.11,6.43,6.22,6.65,"Broad category","Specific personality disorders"
"3963","SPD","M",17.5,0.14,0.14,0.14,7.53,7.29,7.77,"Broad category","Specific personality disorders"
"3964","SPD","M",18,0.18,0.17,0.18,8.7,8.44,8.97,"Broad category","Specific personality disorders"
"3965","SPD","M",18.5,0.22,0.22,0.23,9.92,9.63,10.22,"Broad category","Specific personality disorders"
"3966","SPD","M",19,0.27,0.27,0.28,11.14,10.82,11.47,"Broad category","Specific personality disorders"
"3967","SPD","M",19.5,0.33,0.32,0.34,12.31,11.96,12.68,"Broad category","Specific personality disorders"
"3968","SPD","M",20,0.39,0.38,0.4,13.38,12.99,13.77,"Broad category","Specific personality disorders"
"3969","SPD","M",20.5,0.45,0.44,0.46,14.28,13.87,14.69,"Broad category","Specific personality disorders"
"3970","SPD","M",21,0.52,0.51,0.53,14.98,14.57,15.4,"Broad category","Specific personality disorders"
"3971","SPD","M",21.5,0.59,0.58,0.59,15.47,15.07,15.89,"Broad category","Specific personality disorders"
"3972","SPD","M",22,0.65,0.65,0.66,15.76,15.36,16.17,"Broad category","Specific personality disorders"
"3973","SPD","M",22.5,0.72,0.71,0.73,15.85,15.47,16.24,"Broad category","Specific personality disorders"
"3974","SPD","M",23,0.78,0.77,0.79,15.76,15.39,16.14,"Broad category","Specific personality disorders"
"3975","SPD","M",23.5,0.85,0.84,0.86,15.52,15.16,15.88,"Broad category","Specific personality disorders"
"3976","SPD","M",24,0.92,0.91,0.93,15.15,14.8,15.51,"Broad category","Specific personality disorders"
"3977","SPD","M",24.5,0.99,0.98,1,14.69,14.34,15.05,"Broad category","Specific personality disorders"
"3978","SPD","M",25,1.05,1.04,1.07,14.16,13.82,14.52,"Broad category","Specific personality disorders"
"3979","SPD","M",25.5,1.12,1.11,1.13,13.6,13.25,13.96,"Broad category","Specific personality disorders"
"3980","SPD","M",26,1.18,1.17,1.2,13.02,12.67,13.38,"Broad category","Specific personality disorders"
"3981","SPD","M",26.5,1.25,1.24,1.26,12.45,12.1,12.81,"Broad category","Specific personality disorders"
"3982","SPD","M",27,1.31,1.29,1.32,11.91,11.55,12.27,"Broad category","Specific personality disorders"
"3983","SPD","M",27.5,1.37,1.35,1.38,11.4,11.06,11.76,"Broad category","Specific personality disorders"
"3984","SPD","M",28,1.42,1.41,1.44,10.95,10.62,11.3,"Broad category","Specific personality disorders"
"3985","SPD","M",28.5,1.49,1.47,1.5,10.56,10.24,10.89,"Broad category","Specific personality disorders"
"3986","SPD","M",29,1.54,1.53,1.55,10.22,9.92,10.54,"Broad category","Specific personality disorders"
"3987","SPD","M",29.5,1.59,1.58,1.61,9.93,9.64,10.23,"Broad category","Specific personality disorders"
"3988","SPD","M",30,1.65,1.63,1.66,9.68,9.41,9.96,"Broad category","Specific personality disorders"
"3989","SPD","M",30.5,1.7,1.69,1.72,9.46,9.2,9.72,"Broad category","Specific personality disorders"
"3990","SPD","M",31,1.76,1.74,1.77,9.26,9.01,9.52,"Broad category","Specific personality disorders"
"3991","SPD","M",31.5,1.8,1.79,1.82,9.09,8.84,9.33,"Broad category","Specific personality disorders"
"3992","SPD","M",32,1.85,1.83,1.87,8.93,8.69,9.17,"Broad category","Specific personality disorders"
"3993","SPD","M",32.5,1.89,1.88,1.91,8.78,8.54,9.03,"Broad category","Specific personality disorders"
"3994","SPD","M",33,1.94,1.92,1.95,8.64,8.4,8.89,"Broad category","Specific personality disorders"
"3995","SPD","M",33.5,1.98,1.96,1.99,8.51,8.25,8.77,"Broad category","Specific personality disorders"
"3996","SPD","M",34,2.02,2,2.04,8.37,8.11,8.64,"Broad category","Specific personality disorders"
"3997","SPD","M",34.5,2.06,2.05,2.08,8.23,7.97,8.51,"Broad category","Specific personality disorders"
"3998","SPD","M",35,2.1,2.08,2.11,8.09,7.82,8.37,"Broad category","Specific personality disorders"
"3999","SPD","M",35.5,2.13,2.12,2.15,7.94,7.67,8.21,"Broad category","Specific personality disorders"
"4000","SPD","M",36,2.17,2.15,2.19,7.77,7.51,8.04,"Broad category","Specific personality disorders"
"4001","SPD","M",36.5,2.2,2.19,2.22,7.59,7.34,7.86,"Broad category","Specific personality disorders"
"4002","SPD","M",37,2.24,2.22,2.26,7.4,7.16,7.65,"Broad category","Specific personality disorders"
"4003","SPD","M",37.5,2.27,2.25,2.29,7.2,6.97,7.44,"Broad category","Specific personality disorders"
"4004","SPD","M",38,2.3,2.28,2.32,6.99,6.77,7.22,"Broad category","Specific personality disorders"
"4005","SPD","M",38.5,2.33,2.32,2.35,6.78,6.57,6.99,"Broad category","Specific personality disorders"
"4006","SPD","M",39,2.37,2.35,2.38,6.56,6.36,6.76,"Broad category","Specific personality disorders"
"4007","SPD","M",39.5,2.4,2.38,2.41,6.33,6.14,6.53,"Broad category","Specific personality disorders"
"4008","SPD","M",40,2.42,2.41,2.44,6.11,5.92,6.31,"Broad category","Specific personality disorders"
"4009","SPD","M",40.5,2.45,2.43,2.47,5.88,5.69,6.08,"Broad category","Specific personality disorders"
"4010","SPD","M",41,2.48,2.47,2.5,5.66,5.47,5.86,"Broad category","Specific personality disorders"
"4011","SPD","M",41.5,2.51,2.49,2.53,5.44,5.24,5.64,"Broad category","Specific personality disorders"
"4012","SPD","M",42,2.54,2.52,2.55,5.22,5.02,5.42,"Broad category","Specific personality disorders"
"4013","SPD","M",42.5,2.56,2.54,2.58,5,4.81,5.2,"Broad category","Specific personality disorders"
"4014","SPD","M",43,2.58,2.56,2.6,4.79,4.6,4.99,"Broad category","Specific personality disorders"
"4015","SPD","M",43.5,2.61,2.59,2.63,4.59,4.4,4.78,"Broad category","Specific personality disorders"
"4016","SPD","M",44,2.63,2.61,2.65,4.39,4.21,4.57,"Broad category","Specific personality disorders"
"4017","SPD","M",44.5,2.65,2.63,2.67,4.19,4.03,4.36,"Broad category","Specific personality disorders"
"4018","SPD","M",45,2.67,2.65,2.69,4,3.85,4.16,"Broad category","Specific personality disorders"
"4019","SPD","M",45.5,2.69,2.67,2.71,3.82,3.68,3.97,"Broad category","Specific personality disorders"
"4020","SPD","M",46,2.71,2.69,2.73,3.64,3.51,3.78,"Broad category","Specific personality disorders"
"4021","SPD","M",46.5,2.73,2.71,2.75,3.47,3.34,3.6,"Broad category","Specific personality disorders"
"4022","SPD","M",47,2.75,2.73,2.77,3.3,3.17,3.43,"Broad category","Specific personality disorders"
"4023","SPD","M",47.5,2.77,2.75,2.79,3.13,3,3.26,"Broad category","Specific personality disorders"
"4024","SPD","M",48,2.78,2.77,2.8,2.97,2.84,3.1,"Broad category","Specific personality disorders"
"4025","SPD","M",48.5,2.8,2.78,2.82,2.8,2.68,2.94,"Broad category","Specific personality disorders"
"4026","SPD","M",49,2.82,2.8,2.83,2.65,2.52,2.78,"Broad category","Specific personality disorders"
"4027","SPD","M",49.5,2.83,2.81,2.85,2.49,2.36,2.63,"Broad category","Specific personality disorders"
"4028","SPD","M",50,2.84,2.82,2.86,2.34,2.21,2.48,"Broad category","Specific personality disorders"
"4029","SPD","M",50.5,2.86,2.84,2.88,2.19,2.07,2.33,"Broad category","Specific personality disorders"
"4030","SPD","M",51,2.87,2.85,2.89,2.05,1.93,2.18,"Broad category","Specific personality disorders"
"4031","SPD","M",51.5,2.88,2.86,2.9,1.91,1.79,2.03,"Broad category","Specific personality disorders"
"4032","SPD","M",52,2.89,2.87,2.91,1.77,1.66,1.89,"Broad category","Specific personality disorders"
"4033","SPD","M",52.5,2.9,2.88,2.92,1.64,1.54,1.75,"Broad category","Specific personality disorders"
"4034","SPD","M",53,2.92,2.9,2.93,1.51,1.43,1.61,"Broad category","Specific personality disorders"
"4035","SPD","M",53.5,2.92,2.9,2.94,1.4,1.32,1.48,"Broad category","Specific personality disorders"
"4036","SPD","M",54,2.93,2.91,2.95,1.28,1.21,1.36,"Broad category","Specific personality disorders"
"4037","SPD","M",54.5,2.94,2.92,2.96,1.18,1.12,1.25,"Broad category","Specific personality disorders"
"4038","SPD","M",55,2.95,2.93,2.97,1.09,1.03,1.15,"Broad category","Specific personality disorders"
"4039","SPD","M",55.5,2.96,2.94,2.98,1,0.94,1.06,"Broad category","Specific personality disorders"
"4040","SPD","M",56,2.97,2.95,2.98,0.92,0.87,0.98,"Broad category","Specific personality disorders"
"4041","SPD","M",56.5,2.97,2.95,2.99,0.85,0.8,0.91,"Broad category","Specific personality disorders"
"4042","SPD","M",57,2.98,2.96,3,0.79,0.74,0.85,"Broad category","Specific personality disorders"
"4043","SPD","M",57.5,2.99,2.97,3.01,0.74,0.68,0.8,"Broad category","Specific personality disorders"
"4044","SPD","M",58,2.99,2.97,3.01,0.69,0.64,0.75,"Broad category","Specific personality disorders"
"4045","SPD","M",58.5,3,2.98,3.02,0.65,0.59,0.71,"Broad category","Specific personality disorders"
"4046","SPD","M",59,3,2.98,3.02,0.61,0.56,0.67,"Broad category","Specific personality disorders"
"4047","SPD","M",59.5,3.01,2.99,3.03,0.58,0.53,0.64,"Broad category","Specific personality disorders"
"4048","SPD","M",60,3.01,2.99,3.03,0.56,0.51,0.62,"Broad category","Specific personality disorders"
"4049","SPD","M",60.5,3.02,3,3.04,0.54,0.49,0.6,"Broad category","Specific personality disorders"
"4050","SPD","M",61,3.02,3,3.04,0.53,0.47,0.58,"Broad category","Specific personality disorders"
"4051","SPD","M",61.5,3.02,3,3.04,0.52,0.46,0.57,"Broad category","Specific personality disorders"
"4052","SPD","M",62,3.03,3.01,3.05,0.51,0.46,0.57,"Broad category","Specific personality disorders"
"4053","SPD","M",62.5,3.03,3.01,3.05,0.5,0.45,0.56,"Broad category","Specific personality disorders"
"4054","SPD","M",63,3.03,3.01,3.05,0.5,0.45,0.56,"Broad category","Specific personality disorders"
"4055","SPD","M",63.5,3.04,3.02,3.06,0.5,0.45,0.56,"Broad category","Specific personality disorders"
"4056","SPD","M",64,3.04,3.02,3.06,0.51,0.46,0.57,"Broad category","Specific personality disorders"
"4057","SPD","M",64.5,3.04,3.02,3.06,0.51,0.46,0.57,"Broad category","Specific personality disorders"
"4058","SPD","M",65,3.05,3.03,3.07,0.52,0.47,0.58,"Broad category","Specific personality disorders"
"4059","SPD","M",65.5,3.05,3.03,3.07,0.53,0.47,0.59,"Broad category","Specific personality disorders"
"4060","SPD","M",66,3.05,3.03,3.07,0.54,0.48,0.61,"Broad category","Specific personality disorders"
"4061","SPD","M",66.5,3.05,3.03,3.07,0.55,0.49,0.62,"Broad category","Specific personality disorders"
"4062","SPD","M",67,3.06,3.04,3.08,0.57,0.5,0.64,"Broad category","Specific personality disorders"
"4063","SPD","M",67.5,3.06,3.04,3.08,0.58,0.51,0.66,"Broad category","Specific personality disorders"
"4064","SPD","M",68,3.06,3.04,3.08,0.6,0.52,0.68,"Broad category","Specific personality disorders"
"4065","SPD","M",68.5,3.06,3.04,3.08,0.61,0.53,0.71,"Broad category","Specific personality disorders"
"4066","SPD","M",69,3.06,3.04,3.08,0.63,0.54,0.73,"Broad category","Specific personality disorders"
"4067","SPD","M",69.5,3.06,3.04,3.08,0.64,0.55,0.76,"Broad category","Specific personality disorders"
"4068","SPD","M",70,3.07,3.05,3.09,0.66,0.56,0.78,"Broad category","Specific personality disorders"
"4069","SPD","M",70.5,3.07,3.05,3.09,0.68,0.57,0.81,"Broad category","Specific personality disorders"
"4070","SPD","M",71,3.07,3.05,3.09,0.69,0.57,0.84,"Broad category","Specific personality disorders"
"4071","SPD","M",71.5,3.07,3.05,3.09,0.71,0.58,0.87,"Broad category","Specific personality disorders"
"4072","SPD","M",72,3.07,3.05,3.09,0.73,0.59,0.9,"Broad category","Specific personality disorders"
"4073","SPD","M",72.5,3.07,3.05,3.09,0.75,0.6,0.93,"Broad category","Specific personality disorders"
"4074","SPD","M",73,3.07,3.05,3.09,0.77,0.61,0.97,"Broad category","Specific personality disorders"
"4075","SPD","M",73.5,3.07,3.05,3.09,0.79,0.62,1,"Broad category","Specific personality disorders"
"4076","SPD","M",74,3.08,3.06,3.1,0.81,0.63,1.04,"Broad category","Specific personality disorders"
"4077","SPD","M",74.5,3.08,3.06,3.1,0.83,0.64,1.08,"Broad category","Specific personality disorders"
"4078","SPD","M",75,3.08,3.06,3.1,0.85,0.65,1.11,"Broad category","Specific personality disorders"
"4079","SPD","M",75.5,3.08,3.06,3.1,0.87,0.66,1.16,"Broad category","Specific personality disorders"
"4080","SPD","M",76,3.08,3.06,3.1,0.89,0.66,1.2,"Broad category","Specific personality disorders"
"4081","SPD","M",76.5,3.08,3.06,3.1,0.92,0.67,1.24,"Broad category","Specific personality disorders"
"4082","SPD","M",77,3.08,3.06,3.1,0.94,0.68,1.29,"Broad category","Specific personality disorders"
